number,date,state,g/r,g,r,name,img,age,how,kbp_link,news_link_text
1106,"December 2, 2015",TX,M/L,M,L,Allen Pacheco,"""http://www.killedbypolice.net/victims/151092.jpg""",32,G,"""http://facebook.com/KilledByPolice/posts/1149895521705250""","""http://www.ksat.com/news/dps-trooper-shoots-kills-man"""
1105,"December 2, 2015",CA,M/B,M,B,Mario Woods,"""http://www.killedbypolice.net/victims/151091.jpg""",26,G,"""http://facebook.com/KilledByPolice/posts/1149756538385815""","""http://www.sfgate.com/crime/article/Police-say-SF-officer-shoots-suspect-in-Bayview-6671485.php"""
1104,"December 2, 2015(1103",CA,M/OF/O,M,OF,Syed Rizwan Farook,"""http://www.killedbypolice.net/victims/151090.jpg""","28</a> <a href=""http://www.killedbypolice.net/victims/151089.jpg"">Tashfeen Malik",G,"""http://facebook.com/KilledByPolice/posts/1149663465061789""","""http://www.sbsun.com/general-news/20151202/san-bernardino-mass-shooting-2-suspects-believed-killed-wounded-during-ongoing-manhunt"""
1102,"December 2, 2015",CO,M/L,M,L,Phillip Munoz,"""http://www.killedbypolice.net/victims/151088.jpg""",35,G,"""http://facebook.com/KilledByPolice/posts/1149651308396338""","""http://www.denverpost.com/news/ci_29194151/denver-police-officer-involved-shooting-near-sloans-lake"""
1101,"December 1, 2015",CA,M/L,M,L,John Anthony Gonzalez,"""http://www.killedbypolice.net/victims/151087.jpg""",18,G,"""http://facebook.com/KilledByPolice/posts/1149391568422312""","""http://ktla.com/2015/12/01/man-shot-and-killed-during-confrontation-with-sheriffs-deputies-in-norwalk/"""
1100,"December 1, 2015",ME,M/W,M,W,Joshua Jozefowicz,"""http://www.killedbypolice.net/victims/151086.jpg""",23,G,"""http://facebook.com/KilledByPolice/posts/1149163635111772""","""https://bangordailynews.com/2015/12/01/news/bangor/man-dies-in-officer-involved-shooting-near-bangor-store/"""
1099,"November 30, 2015",TX,M/L,M,L,Fernando Sauceda,,31,G,"""http://facebook.com/KilledByPolice/posts/1174915835869885""","""http://www.cbs7.com/content/news/DPS-Releases-Name-of-Suspect-Killed-in-Officer-Involved-Shooting-360065891.html"""
1098,"November 30, 2015",NY,M/W,M,W,Joseph Seguin,"""http://www.killedbypolice.net/victims/3078.jpg""",38,TR,"""http://facebook.com/KilledByPolice/posts/1166286196732849""","""http://www.lohud.com/story/news/local/putnam/2015/12/31/ag-carmel-police-death/78078382/"""
1097,"November 30, 2015",GA,M/B,M,B,Darius Smith,"""http://www.killedbypolice.net/victims/151084.jpg""",18,G,"""http://facebook.com/KilledByPolice/posts/1148897518471717""","""http://www.ajc.com/news/news/crime-law/officer-involved-shooting-reported-near-downtown-a/npY4J/"""
1096,"November 30, 2015",CO,M/A,M,A,Tuan Hoang,"""http://www.killedbypolice.net/victims/151083.jpg""",25,G,"""http://facebook.com/KilledByPolice/posts/1148515395176596""","""http://www.denverpost.com/news/ci_29182697/aurora-accident-triggers-officer-involved-shooting-closes-roads"""
1095,"November 29, 2015",MD,M/B,M,B,DeOntre Lamontz Dorsey,"""http://www.killedbypolice.net/victims/2963.jpg""",32,TR,"""http://facebook.com/KilledByPolice/posts/1149404841754318""","""https://www.washingtonpost.com/local/family-asks-for-federal-review-of-sons-death-after-tasering/2015/12/01/0ce7834e-9856-11e5-b499-76cbec161973_story.html"""
1094,"November 29, 2015",NE,M/W,M,W,Zachary Grigsby,"""http://www.killedbypolice.net/victims/151082.jpg""",29,G,"""http://facebook.com/KilledByPolice/posts/1148369681857834""","""http://journalstar.com/news/local/911/one-dead-five-in-custody-after-officer-involved-shooting/article_e4cfd9fb-e157-53ad-a637-cfa8b1b1468f.html"""
1093,"November 29, 2015",AZ,M/L,M,L,Ralph Aguilar,,69,G,"""http://facebook.com/KilledByPolice/posts/1148123638549105""","""http://www.kpho.com/story/30624737/mcso-deputy-shoots-kills-suicidal-man-who-pulled-out-gun"""
1092,"November 29, 2015",MO,M/W,M,W,Lionel Kerns,"""http://www.killedbypolice.net/victims/151080.jpg""",53,G,"""http://facebook.com/KilledByPolice/posts/1148115521883250""","""http://www.kshb.com/news/crime/man-dead-in-officer-involved-shooting-in-dekalb-county-missouri"""
1091,"November 29, 2015",OH,M/W,M,W,Justin D. McHenry,"""http://www.killedbypolice.net/victims/151079.jpg""",22,G,"""http://facebook.com/KilledByPolice/posts/1148040095224126""","""http://www.whio.com/news/news/crime-law/person-shot-during-altercation-with-trooper-in-cel/npYFP/"""
1090,"November 29, 2015",CA,M/L,M,L,Hugo Fernando Celio,"""http://www.killedbypolice.net/victims/151078.jpg""",23,G,"""http://facebook.com/KilledByPolice/posts/1147957818565687""","""http://www.turnto23.com/news/breaking-news/officer-involved-shooting-near-downtown-restaurant-11292015"""
1089,"November 27, 2015",TX,M/W,M,W,Kevin Close,"""http://www.killedbypolice.net/victims/151077.jpg""",50,G,"""http://facebook.com/KilledByPolice/posts/1147566248604844""","""http://www.wfaa.com/story/news/local/dallas-county/2015/11/28/police-kill-suspect-seagoville/76491256/"""
1088,"November 27, 2015",MO,M/W,M,W,Rick Gullickson,,58,G,"""http://facebook.com/KilledByPolice/posts/1147079641986838""","""http://www.ky3.com/news/local/man-shot-dead-in-confrontation-with-stone-county-deputies/21048998_36683524"""
1087,"November 25, 2015",MO,M/W,M,W,Magnum Edgar Phillips,"""http://www.killedbypolice.net/victims/151075.jpg""",23,G,"""http://facebook.com/KilledByPolice/posts/1146449158716553""","""http://www.news-leader.com/story/news/crime/2015/11/26/man-killed-officer-involved-shooting/76409078/"""
1086,"November 25, 2015",MO,F/W,F,W,Somer Brook Speer,"""http://www.killedbypolice.net/victims/151074.jpg""",37,G,"""http://facebook.com/KilledByPolice/posts/1147216141973188""","""http://www.ky3.com/news/local/law-enforcement-work-standoff-near-ozarks-square/21048998_36658518"""
1085,"November 25, 2015",AZ,M  ,M,unknown,Douglas R. Slade,,52,G,"""http://facebook.com/KilledByPolice/posts/1147083971986405""","""http://www.wmicentral.com/officer-involved-shooting-in-eagar/article_3c603f82-9534-11e5-99b8-63c3ec52f2de.html"""
1084,"November 24, 2015",NJ,M/B,M,B,Freddy Baez,"""http://www.killedbypolice.net/victims/151072.jpg""",24,G,"""http://facebook.com/KilledByPolice/posts/1146000645428071""","""http://philadelphia.cbslocal.com/2015/11/24/camden-county-prosecutor-investigating-fatal-shooting-involving-two-police-officers/"""
1083,"November 24, 2015",MN,M/W,M,W,Michael Gerald Ray Kirvelay,"""http://www.killedbypolice.net/victims/151070.jpg""",45,G,"""http://facebook.com/KilledByPolice/posts/1145631762131626""","""http://minnesota.cbslocal.com/2015/11/24/reports-of-shots-fired-in-columbia-heights-police-say/"""
1082,"November 24, 2015",NV,M/W,M,W,Thomas Joseph McEniry,"""http://www.killedbypolice.net/victims/151069.jpg""",32,G,"""http://facebook.com/KilledByPolice/posts/1145622078799261""","""http://lasvegas.cbslocal.com/2015/11/24/officer-involved-shooting-in-las-vegas/"""
1081,"November 23, 2015",OH,M/W,M,W,Barry Kirk,"""http://www.killedbypolice.net/victims/151067.jpg""",50,G,"""http://facebook.com/KilledByPolice/posts/1145407265487409""","""http://nbc4i.com/2015/11/23/3-people-reported-dead-after-reported-shooting-on-citys-west-side/"""
1080,"November 23, 2015",TX,M/L,M,L,Henry Reyna,"""http://www.killedbypolice.net/victims/151066.jpg""",49,G,"""http://facebook.com/KilledByPolice/posts/1145242422170560""","""http://www.kristv.com/story/30582358/concord-st-closed-off"""
1079,"November 22, 2015",CO,M/L,M,L,Miguel Angel Martinez,"""http://www.killedbypolice.net/victims/151065.jpg""",28,G,"""http://facebook.com/KilledByPolice/posts/1145166268844842""","""http://www.denverpost.com/news/ci_29154811/denver-police-fatally-shoot-gunman-during-standoff"""
1078,"November 22, 2015",NV,M/W,M,W,Mathew Grows,"""http://www.killedbypolice.net/victims/151064.jpg""",45,G,"""http://facebook.com/KilledByPolice/posts/1144950022199800""","""http://www.kolotv.com/home/headlines/Reno-Police-One-Person-Shot-on-Grove-St-352960401.html"""
1077,"November 22, 2015",OK,M/W,M,W,Christopher Lynn Nichols,"""http://www.killedbypolice.net/victims/151063.jpg""",24,G,"""http://facebook.com/KilledByPolice/posts/1144876608873808""","""http://www.kxii.com/home/headlines/New-details-released-in-officer-involved-shooting-in-Colbert-352955771.html"""
1076,"November 22, 2015",CA,M/W,M,W,James Daniel Hall,"""http://www.killedbypolice.net/victims/151062.jpg""",46,G,"""http://facebook.com/KilledByPolice/posts/1144820422212760""","""http://www.pe.com/articles/report-787263-suspect-officers.html"""
1075,"November 20, 2015",GA,M/W,M,W,Chase Alan Sherman,"""http://www.killedbypolice.net/victims/151061.jpg""",32,TR,"""http://facebook.com/KilledByPolice/posts/1144671402227662""","""http://www.ajc.com/news/news/local/coweta-man-dies-after-being-tasered-by-deputies/npSZB/"""
1074,"November 20, 2015",CO,M/B,M,B,Michael Lee Marshall,"""http://www.killedbypolice.net/victims/151060.jpg""",50,R,"""http://facebook.com/KilledByPolice/posts/1144343912260411""","""http://www.coloradoindependent.com/156299/denver-inmate-dies-after-sheriffs-deputies-restrained-him"""
1073,"November 20, 2015",CA,M  ,M,unknown,unknown,unknown,unknown,G,"""http://facebook.com/KilledByPolice/posts/1144010848960384""","""http://ktla.com/2015/11/20/fontana-officer-fatally-shoots-allegedly-armed-man/"""
1072,"November 20, 2015",GA,M/W,M,W,William Tarrant,"""http://www.killedbypolice.net/victims/151058.jpg""",39,G,"""http://facebook.com/KilledByPolice/posts/1143988322295970""","""http://www.wsbtv.com/news/news/local/gbi-investigates-deadly-officer-involved-shooting-/npR4n/"""
1071,"November 20, 2015",CA,M/B,M,B,Nathaniel Harris Pickett,"""http://www.killedbypolice.net/victims/151057.jpg""",29,G,"""http://facebook.com/KilledByPolice/posts/1143906178970851""","""http://www.highlandnews.net/news/public_safety/article_aa5569c2-8fa8-11e5-82d7-df412635f2d1.html"""
1070,"November 19, 2015",OR,F  ,F,unknown,Kimberly K. Wyatt,,54,V,"""http://facebook.com/KilledByPolice/posts/1143920848969384""","""http://eugenedailynews.com/2015/11/lane-county-sheriffs-deputy-hits-kills-bicyclist/"""
1069,"November 19, 2015",FL,M/B,M,B,Steve Dormil,"""http://www.killedbypolice.net/victims/151055.jpg""",27,G,"""http://facebook.com/KilledByPolice/posts/1143758528985616""","""http://www.tcpalm.com/news/crime/st-lucie-county/man-in-serious-condition-after-officer-involved-shooting-24f01180-5a41-2cf6-e053-0100007fae01-352000401.html"""
1068,"November 19, 2015",DC,M/B,M,B,Darick Napper,"""http://www.killedbypolice.net/victims/151054.jpg""",34,G,"""http://facebook.com/KilledByPolice/posts/1143508942343908""","""http://www.wusa9.com/story/news/local/dc/2015/11/19/police-shooting-reported-northeast-dc/76057818/"""
1067,"November 19, 2015",FL,M/B,M,B,Randy Allen Smith,"""http://www.killedbypolice.net/victims/151052.jpg""",34,G,"""http://facebook.com/KilledByPolice/posts/1143308082363994""","""http://wfla.com/2015/11/19/deputy-shoots-kills-man-in-bradenton-parking-lot/"""
1066,"November 18, 2015",IN,F/B,F,B,Tiara Thomas,"""http://www.killedbypolice.net/victims/2976.jpg""",30,G,"""http://facebook.com/KilledByPolice/posts/1151059628255506""","""http://www.chicagotribune.com/suburbs/post-tribune/news/ct-ptb-charges-in-portage-killing-st-1204-20151203-story.html"""
1065,"November 18, 2015",MI,M/B,M,B,Marcus Deon Meridy,"""http://www.killedbypolice.net/victims/151051.jpg""",44,G,"""http://facebook.com/KilledByPolice/posts/1142935375734598""","""http://news10.com/2015/11/18/msp-kidnapping-suspect-killed-in-shootout-with-police/"""
1064,"November 18, 2015",FL,M/B,M,B,Cornelius Brown,"""http://www.killedbypolice.net/victims/151050.jpg""",25,G,"""http://facebook.com/KilledByPolice/posts/1142860162408786""","""http://miami.cbslocal.com/2015/11/18/deadly-police-involved-shooting-in-opa-locka/"""
1063,"November 17, 2015",NJ,M/W,M,W,Francis Hartnett,"""http://www.killedbypolice.net/victims/151049.jpg""",47,G,"""http://facebook.com/KilledByPolice/posts/1142877145740421""","""http://www.pressofatlanticcity.com/news/police-shoot-kill-man-in-little-egg-harbor-township/article_a155067e-8d51-11e5-820c-8f51f462e0d1.html"""
1062,"November 17, 2015",TX,M/B,M,B,Jeray Chatham,"""http://www.killedbypolice.net/victims/151048.jpg""",30,G,"""http://facebook.com/KilledByPolice/posts/1142850722409730""","""http://abc13.com/news/fatal-deputy-involved-shooting-under-investigation-in-n-harris-co/1088990/"""
1061,"November 17, 2015",GA,M/W,M,W,Derry Eugene Touchstone,,58,G,"""http://facebook.com/KilledByPolice/posts/1142634485764687""","""http://www.walb.com/story/30540752/gbi-one-dead-in-officer-involved-shooting"""
1060,"November 17, 2015",TX,M/W,M,W,Michael Tindall,"""http://www.killedbypolice.net/victims/151046.jpg""",41,G,"""http://facebook.com/KilledByPolice/posts/1142532055774930""","""http://www.wfaa.com/story/news/crime/2015/11/17/weatherford-officer-fatally-shoots-man-in-patrol-vehicle/75931948/"""
1059,"November 17, 2015",FL,M/B,M,B,Yohans Leon,"""http://www.killedbypolice.net/victims/151045.jpg""",28,G,"""http://facebook.com/KilledByPolice/posts/1142502545777881""","""http://www.miamiherald.com/news/local/community/miami-dade/article45170145.html"""
1058,"November 17, 2015",SC,M/B,M,B,Demetrius Shelley Bryant,"""http://www.killedbypolice.net/victims/151044.jpg""",21,G,"""http://facebook.com/KilledByPolice/posts/1142421132452689""","""http://www.thestate.com/news/local/article45163860.html"""
1057,"November 17, 2015",MO,F/B,F,B,Chandra Weaver,"""http://www.killedbypolice.net/victims/151043.jpg""",48,V,"""http://facebook.com/KilledByPolice/posts/1142411409120328""","""http://www.kmbc.com/news/woman-killed-in-collision-involving-police-car/36492688"""
1056,"November 16, 2015",TX,M/W,M,W,Cameron Davis Long,"""http://www.killedbypolice.net/victims/3085.jpg""",28,G,"""http://facebook.com/KilledByPolice/posts/1174915095869959""","""http://www.hccourier.com/index.php/news/2060-28-year-old-suspect-in-centerville-burglary-dies-after-being-shot-by-law-enforcement"""
1055,"November 16, 2015",MN,M/B,M,B,Jamar O'Neal Clark,"""http://www.killedbypolice.net/victims/151041.jpg""",24,G,"""http://facebook.com/KilledByPolice/posts/1142383472456455""","""http://kstp.com/news/stories/s3963744.shtml"""
1054,"November 16, 2015",MT,M/W,M,W,Andrew Blake,"""http://www.killedbypolice.net/victims/151040.jpg""",22,G,"""http://facebook.com/KilledByPolice/posts/1142330915795044""","""http://www.nbcmontana.com/news/beaverhead-co-sheriffs-office-says-dillon-man-dies-after-officerinvolved-shooting/36485584"""
1053,"November 16, 2015",GA,M/W,M,W,Brett Kelby Noblitt,"""http://www.killedbypolice.net/victims/151038.jpg""",25,G,"""http://facebook.com/KilledByPolice/posts/1142133835814752""","""http://www.wdef.com/news/story/Whitfield-Deputy-Fatally-Shoots-Suspect-After-Car/2cVdW_rl30uLVjQAHyWeKw.cspx"""
1052,"November 15, 2015",PA,M/B,M,B,Shane Tyler Whitehead,"""http://www.killedbypolice.net/victims/151037.jpg""",16,G,"""http://facebook.com/KilledByPolice/posts/1141953082499494""","""http://6abc.com/news/police-off-duty-pha-officer-shot-killed-robbery-suspect-/1085987/"""
1051,"November 15, 2015",CA,M/B,M,B,Richard Perkins,"""http://www.killedbypolice.net/victims/151036.jpg""",39,G,"""http://facebook.com/KilledByPolice/posts/1141949835833152""","""http://www.sfgate.com/bayarea/article/Hundreds-of-cars-in-early-morning-sideshow-on-6634373.php#photo-8717359"""
1050,"November 15, 2015",NC,M/W,M,W,John Livingston,"""http://www.killedbypolice.net/victims/151035.jpg""",33,G,"""http://facebook.com/KilledByPolice/posts/1141595592535243""","""http://www.wral.com/one-dead-in-officer-involved-shooting-in-harnett-county/15110806/"""
1049,"November 14, 2015",CA,M/L,M,L,Ramon Salazar,"""http://www.killedbypolice.net/victims/151034.jpg""",31,G,"""http://facebook.com/KilledByPolice/posts/1141308092563993""","""http://www.pe.com/articles/riverside-786361-area-deputies.html"""
1048,"November 13, 2015",TN,M/W,M,W,Michael Joseph Bartkiewicz,"""http://www.killedbypolice.net/victims/151033.jpg""",52,G,"""http://facebook.com/KilledByPolice/posts/1141257839235685""","""http://www.jacksonsun.com/story/news/crime/2015/11/14/tbi-investigating-officer-involved-shooting-trenton/75775108/"""
1047,"November 13, 2015",CA,M/L,M,L,Ernesto Gamino,"""http://www.killedbypolice.net/victims/151032.jpg""",25,G,"""http://facebook.com/KilledByPolice/posts/1141019535926182""","""http://www.pe.com/articles/responding-786289-involved-sheriff.html"""
1046,"November 13, 2015",GA,M/W,M,W,Matthew Eric Coleman,"""http://www.killedbypolice.net/victims/151031.jpg""",25,G,"""http://facebook.com/KilledByPolice/posts/1140791235949012""","""http://www.wjcl.com/news/local-news/effingham-co-sheriff-deputy-shot-suspect-killed-after-deputy-involved-shooting/94554359/story"""
1045,"November 12, 2015",CA,M/L,M,L,Moises Nerio,"""http://www.killedbypolice.net/victims/151030.jpg""",42,G,"""http://facebook.com/KilledByPolice/posts/1140186916009444""","""http://www.mercurynews.com/bay-area-news/ci_29109035/sunnyvale-police-shoot-armed-male-at-apartment-complex"""
1044,"November 12, 2015",AL,M/B,M,B,Stephen L. Tooson,"""http://www.killedbypolice.net/victims/151029.jpg""",45,V,"""http://facebook.com/KilledByPolice/posts/1140033979358071""","""http://wiat.com/2015/11/12/birmingham-pd-officer-injured-after-crash-victim-identified/"""
1043,"November 11, 2015",MD,M/B,M,B,Ryan Quinn Martin,"""http://www.killedbypolice.net/victims/151028.jpg""",32,G,"""http://facebook.com/KilledByPolice/posts/1139972022697600""","""http://www.baltimoresun.com/news/maryland/baltimore-city/bs-md-ci-officer-involved-shoot-1112-20151111-story.html"""
